id,system,voltage_class,voltage_kv_max,voltage_kv_all,length_km,osm_id,osm_voltage,source_id
TRM-KLM-0128,Mahakam,150 kV,150.0,150,43.341,way/945128889,150000,OSM-overpass
TRM-KLM-0129,Kalselteng,150 kV,150.0,150,40.791,way/945757581,150000,OSM-overpass
TRM-KLM-0130,Kalselteng,150 kV,150.0,150,155.519,way/945757583,150000,OSM-overpass
TRM-KLM-0131,Kalselteng,150 kV,150.0,150,32.519,way/945757585,150000,OSM-overpass
TRM-KLM-0132,Kalselteng,150 kV,150.0,150,52.747,way/945982538,150000,OSM-overpass
TRM-KLM-0133,Kalselteng,150 kV,150.0,150,5.003,way/945982540,150000,OSM-overpass
TRM-KLM-0134,Khatulistiwa,150 kV,150.0,150,77.754,way/949915564,150000,OSM-overpass
TRM-KLM-0135,Kalselteng,150 kV,150.0,150,23.649,way/1017190060,150000,OSM-overpass
TRM-KLM-0136,Kalselteng,150 kV,150.0,150,23.68,way/1027452497,150000,OSM-overpass
TRM-KLM-0137,Kalselteng,150 kV,150.0,150,0.089,way/1028155963,150000,OSM-overpass
TRM-KLM-0138,Kalselteng,150 kV,150.0,150,0.045,way/1028155964,150000,OSM-overpass
TRM-KLM-0139,Kalselteng,150 kV,150.0,150,5.683,way/1028155966,150000,OSM-overpass
TRM-KLM-0140,Kalselteng,150 kV,150.0,150,98.936,way/1029254748,150000,OSM-overpass
TRM-KLM-0141,Kalselteng,150 kV,150.0,150,0.948,way/1029254749,150000,OSM-overpass
TRM-KLM-0142,Mahakam,150 kV,150.0,150,25.175,way/1098775369,150000,OSM-overpass
TRM-KLM-0143,Kalselteng,150 kV,150.0,150,37.308,way/1121025815,150000,OSM-overpass
TRM-KLM-0144,Khatulistiwa,150 kV,150.0,150,17.127,way/1121246706,150000,OSM-overpass
TRM-KLM-0145,Khatulistiwa,150 kV,150.0,150,0.076,way/1157250101,150000,OSM-overpass
